rank,layer,neuron,direction,mean_ig,abs_mean_ig,mean_abs_ig,std_g,positive_fraction,sign_consistency,snr
2,30,5341,suppresses_cannot,-0.002991795539855957,0.002991795539855957,0.002991795539855957,0.0026107311714440584,0.0,1.0,1.145960807800293
7,27,6070,suppresses_cannot,-0.0009818971157073975,0.0009818971157073975,0.0009818971157073975,0.0005539455451071262,0.0,1.0,1.7725516557693481
11,20,5425,suppresses_cannot,-0.000897526741027832,0.000897526741027832,0.000897526741027832,0.0002557728730607778,0.0,1.0,3.5090770721435547
12,30,13853,suppresses_cannot,-0.0008347034454345703,0.0008347034454345703,0.0008347034454345703,0.00024741404922679067,0.0,1.0,3.373710870742798
13,24,5326,suppresses_cannot,-0.0008158683776855469,0.0008158683776855469,0.0008158683776855469,0.0006930164527148008,0.0,1.0,1.1772712469100952
15,20,6356,suppresses_cannot,-0.0007587075233459473,0.0007587075233459473,0.0007587075233459473,0.00021308328723534942,0.0,1.0,3.560614824295044
16,22,12959,suppresses_cannot,-0.0007488131523132324,0.0007488131523132324,0.0007488131523132324,0.0005034467903897166,0.0,1.0,1.4873729944229126
17,16,2432,suppresses_cannot,-0.0007303357124328613,0.0007303357124328613,0.0007303357124328613,0.00033559094299562275,0.0,1.0,2.176267623901367
22,23,7812,suppresses_cannot,-0.000647127628326416,0.000647127628326416,0.0006784796714782715,0.0004367154906503856,0.25,0.75,1.4818060398101807
24,22,8514,suppresses_cannot,-0.0006086677312850952,0.0006086677312850952,0.0006288439035415649,0.0004767091595567763,0.25,0.75,1.2768114805221558
25,31,5041,suppresses_cannot,-0.0006074905395507812,0.0006074905395507812,0.0006074905395507812,0.00023773644352331758,0.0,1.0,2.5553109645843506
26,10,9064,suppresses_cannot,-0.0005816817283630371,0.0005816817283630371,0.0005816817283630371,0.0006031984812580049,0.0,1.0,0.9643288850784302
27,30,5905,suppresses_cannot,-0.000574946403503418,0.000574946403503418,0.000574946403503418,0.00025712072965689003,0.0,1.0,2.2360951900482178
28,12,1481,suppresses_cannot,-0.0005718618631362915,0.0005718618631362915,0.0005718618631362915,0.00032878146157599986,0.0,1.0,1.7393373250961304
29,24,12782,suppresses_cannot,-0.0005649924278259277,0.0005649924278259277,0.0005649924278259277,0.0005265476065687835,0.0,1.0,1.0730129480361938
32,10,1084,suppresses_cannot,-0.0005413591861724854,0.0005413591861724854,0.0005744397640228271,0.00043566961539909244,0.25,0.75,1.242591142654419
34,31,714,suppresses_cannot,-0.0004909038543701172,0.0004909038543701172,0.0004909038543701172,6.2757775594946e-05,0.0,1.0,7.822199821472168
39,31,9678,suppresses_cannot,-0.0004521012306213379,0.0004521012306213379,0.0004521012306213379,0.00013200967805460095,0.0,1.0,3.424758195877075
41,17,5245,suppresses_cannot,-0.00044918060302734375,0.00044918060302734375,0.00044918060302734375,0.00018900595023296773,0.0,1.0,2.376542091369629
42,28,5152,suppresses_cannot,-0.00044041872024536133,0.00044041872024536133,0.00044041872024536133,0.00013255765952635556,0.0,1.0,3.3224689960479736
43,16,6950,suppresses_cannot,-0.0004341602325439453,0.0004341602325439453,0.000517725944519043,0.00042017799569293857,0.25,0.75,1.033276915550232
45,9,7310,suppresses_cannot,-0.0004152059555053711,0.0004152059555053711,0.0004152059555053711,0.0006460756994783878,0.0,1.0,0.6426583528518677
49,20,9623,suppresses_cannot,-0.00038985908031463623,0.00038985908031463623,0.0004205256700515747,0.0004275907704140991,0.25,0.75,0.9117574691772461
52,21,13085,suppresses_cannot,-0.000371396541595459,0.000371396541595459,0.000371396541595459,0.00016859156312420964,0.0,1.0,2.2029366493225098
54,31,10712,suppresses_cannot,-0.00036770105361938477,0.00036770105361938477,0.00036770105361938477,0.00014170534268487245,0.0,1.0,2.5948283672332764
56,17,8517,suppresses_cannot,-0.0003637075424194336,0.0003637075424194336,0.0003637075424194336,0.0002582485321909189,0.0,1.0,1.4083625078201294
57,24,3804,suppresses_cannot,-0.00036007165908813477,0.00036007165908813477,0.00036007165908813477,9.176550520351157e-05,0.0,1.0,3.923823595046997
58,27,4251,suppresses_cannot,-0.00035640597343444824,0.00035640597343444824,0.00035640597343444824,9.264756954507902e-05,0.0,1.0,3.846900463104248
59,30,11970,suppresses_cannot,-0.0003534555435180664,0.0003534555435180664,0.0003534555435180664,8.344181696884334e-05,0.0,1.0,4.235952377319336
62,17,7878,suppresses_cannot,-0.0003477632999420166,0.0003477632999420166,0.0003477632999420166,0.00021647884568665177,0.0,1.0,1.6064540147781372
63,30,12336,suppresses_cannot,-0.0003460347652435303,0.0003460347652435303,0.0003460347652435303,0.00018243573140352964,0.0,1.0,1.8967489004135132
65,26,13447,suppresses_cannot,-0.00034353137016296387,0.00034353137016296387,0.00034353137016296387,0.000167060163221322,0.0,1.0,2.056333303451538
66,26,12639,suppresses_cannot,-0.0003421008586883545,0.0003421008586883545,0.0003421008586883545,0.00013517483603209257,0.0,1.0,2.5308027267456055
67,12,1889,suppresses_cannot,-0.0003409385681152344,0.0003409385681152344,0.0003409385681152344,0.00014986337919253856,0.0,1.0,2.274995803833008
68,20,9424,suppresses_cannot,-0.0003367215394973755,0.0003367215394973755,0.0003367215394973755,0.0004195345100015402,0.0,1.0,0.8026074767112732
70,27,8839,suppresses_cannot,-0.00033470988273620605,0.00033470988273620605,0.00033470988273620605,0.00011503876885399222,0.0,1.0,2.9095399379730225
71,31,3387,suppresses_cannot,-0.00032907724380493164,0.00032907724380493164,0.00032907724380493164,0.0001229274203069508,0.0,1.0,2.677004337310791
72,17,4374,suppresses_cannot,-0.0003286004066467285,0.0003286004066467285,0.00047856569290161133,0.00043679773807525635,0.25,0.75,0.7522941827774048
73,28,4074,suppresses_cannot,-0.0003281831741333008,0.0003281831741333008,0.0003281831741333008,0.00016373857215512544,0.0,1.0,2.004312038421631
75,20,13715,suppresses_cannot,-0.0003262162208557129,0.0003262162208557129,0.0003262162208557129,9.823038999456912e-05,0.0,1.0,3.320929765701294
76,31,11276,suppresses_cannot,-0.00032457709312438965,0.00032457709312438965,0.00032457709312438965,0.00012762041296809912,0.0,1.0,2.5433008670806885
80,29,841,suppresses_cannot,-0.00032135844230651855,0.00032135844230651855,0.00032135844230651855,0.00015533652913291007,0.0,1.0,2.068788528442383
81,29,10790,suppresses_cannot,-0.0003203153610229492,0.0003203153610229492,0.0003203153610229492,6.563107308465987e-05,0.0,1.0,4.880544185638428
83,27,11269,suppresses_cannot,-0.00031828880310058594,0.00031828880310058594,0.00031828880310058594,8.989439811557531e-05,0.0,1.0,3.540696859359741
84,20,10080,suppresses_cannot,-0.000315248966217041,0.000315248966217041,0.000315248966217041,9.227466944139451e-05,0.0,1.0,3.416419267654419
85,20,9928,suppresses_cannot,-0.00031404197216033936,0.00031404197216033936,0.00031404197216033936,0.0002484580909367651,0.0,1.0,1.2639635801315308
98,31,10075,suppresses_cannot,-0.00029355287551879883,0.00029355287551879883,0.00029355287551879883,8.348147093784064e-05,0.0,1.0,3.516383647918701
100,31,7944,suppresses_cannot,-0.00029212236404418945,0.00029212236404418945,0.00029212236404418945,2.5334358724649064e-05,0.0,1.0,11.530678749084473
102,17,9255,suppresses_cannot,-0.00028836727142333984,0.00028836727142333984,0.00028836727142333984,8.719562902115285e-05,0.0,1.0,3.3071298599243164
103,14,3917,suppresses_cannot,-0.0002879500389099121,0.0002879500389099121,0.0004424452781677246,0.000367660861229524,0.25,0.75,0.7831947207450867
105,25,12935,suppresses_cannot,-0.0002872347831726074,0.0002872347831726074,0.0002872347831726074,6.1035010730847716e-05,0.0,1.0,4.706066131591797
106,0,12829,suppresses_cannot,-0.00028708577156066895,0.00028708577156066895,0.00028708577156066895,9.509122173767537e-05,0.0,1.0,3.019056558609009
108,14,8131,suppresses_cannot,-0.0002841949462890625,0.0002841949462890625,0.0002841949462890625,0.00021338069927878678,0.0,1.0,1.331868052482605
110,9,10216,suppresses_cannot,-0.00028061866760253906,0.00028061866760253906,0.0006144046783447266,0.000735706475097686,0.25,0.75,0.38142746686935425
116,31,3611,suppresses_cannot,-0.00027427077293395996,0.00027427077293395996,0.00027427077293395996,0.00015920831356197596,0.0,1.0,1.7227164506912231
117,15,8697,suppresses_cannot,-0.0002725869417190552,0.0002725869417190552,0.0002725869417190552,0.0002727638348005712,0.0,1.0,0.9993515014648438
120,22,9265,suppresses_cannot,-0.00026911497116088867,0.00026911497116088867,0.00026911497116088867,0.00011244641791563481,0.0,1.0,2.393272876739502
121,18,11782,suppresses_cannot,-0.0002677738666534424,0.0002677738666534424,0.0002677738666534424,0.00015944652841426432,0.0,1.0,1.6793960332870483
124,17,13031,suppresses_cannot,-0.00026676058769226074,0.00026676058769226074,0.00026676058769226074,0.00012523650366347283,0.0,1.0,2.130054473876953
126,21,4502,suppresses_cannot,-0.00026619434356689453,0.00026619434356689453,0.00026619434356689453,8.513588545611128e-05,0.0,1.0,3.126699686050415
128,16,9495,suppresses_cannot,-0.00026538968086242676,0.00026538968086242676,0.00026538968086242676,9.700840018922463e-05,0.0,1.0,2.735739231109619
130,20,5512,suppresses_cannot,-0.000264585018157959,0.000264585018157959,0.000264585018157959,8.146563777700067e-05,0.0,1.0,3.2478113174438477
134,15,1832,suppresses_cannot,-0.00026154518127441406,0.00026154518127441406,0.00026154518127441406,9.403093281434849e-05,0.0,1.0,2.781480312347412
135,15,12099,suppresses_cannot,-0.0002612173557281494,0.0002612173557281494,0.0002612173557281494,0.00023345299996435642,0.0,1.0,1.118929147720337
138,18,7152,suppresses_cannot,-0.00025913119316101074,0.00025913119316101074,0.00025913119316101074,0.00011199598520761356,0.0,1.0,2.3137543201446533
139,25,5676,suppresses_cannot,-0.00025847554206848145,0.00025847554206848145,0.00025847554206848145,6.139431206975132e-05,0.0,1.0,4.210089206695557
142,31,5369,suppresses_cannot,-0.00025597214698791504,0.00025597214698791504,0.00025597214698791504,9.842051076702774e-05,0.0,1.0,2.6008007526397705
145,28,6596,suppresses_cannot,-0.00025472044944763184,0.00025472044944763184,0.00025472044944763184,8.679547318024561e-05,0.0,1.0,2.934720516204834
146,19,11716,suppresses_cannot,-0.00025469064712524414,0.00025469064712524414,0.00025469064712524414,7.857684977352619e-05,0.0,1.0,3.2412936687469482
147,17,5191,suppresses_cannot,-0.00025337934494018555,0.00025337934494018555,0.00025337934494018555,0.00012775271898135543,0.0,1.0,1.9833577871322632
148,15,630,suppresses_cannot,-0.0002533644437789917,0.0002533644437789917,0.0002533644437789917,0.00017148771439678967,0.0,1.0,1.4774495363235474
149,18,3031,suppresses_cannot,-0.0002531111240386963,0.0002531111240386963,0.0002531111240386963,6.671479059150442e-05,0.0,1.0,3.7939281463623047
150,18,9220,suppresses_cannot,-0.00025275349617004395,0.00025275349617004395,0.00025275349617004395,7.36371148377657e-05,0.0,1.0,3.432419776916504
152,31,10715,suppresses_cannot,-0.00025150179862976074,0.00025150179862976074,0.00025150179862976074,6.902858149260283e-05,0.0,1.0,3.643444299697876
157,30,3843,suppresses_cannot,-0.00024709105491638184,0.00024709105491638184,0.00024709105491638184,9.639452764531597e-05,0.0,1.0,2.56333065032959
159,31,2085,suppresses_cannot,-0.0002461373805999756,0.0002461373805999756,0.0002461373805999756,0.00010821030446095392,0.0,1.0,2.274620532989502
161,28,6033,suppresses_cannot,-0.00024455785751342773,0.00024455785751342773,0.00024455785751342773,0.00010801001189975068,0.0,1.0,2.2642147541046143
162,18,13165,suppresses_cannot,-0.00024378299713134766,0.00024378299713134766,0.00024378299713134766,6.992033740971237e-05,0.0,1.0,3.486582040786743
163,15,5862,suppresses_cannot,-0.00024361908435821533,0.00024361908435821533,0.00024361908435821533,0.00017714004206936806,0.0,1.0,1.375290870666504
166,17,13012,suppresses_cannot,-0.00024245679378509521,0.00024245679378509521,0.00024245679378509521,0.00018973293481394649,0.0,1.0,1.277884602546692
168,26,3004,suppresses_cannot,-0.00023937225341796875,0.00023937225341796875,0.00023937225341796875,2.6766136215883307e-05,0.0,1.0,8.943099975585938
169,29,4265,suppresses_cannot,-0.00023791193962097168,0.00023791193962097168,0.00023791193962097168,7.788438233546913e-05,0.0,1.0,3.0546810626983643
172,29,9595,suppresses_cannot,-0.000237196683883667,0.000237196683883667,0.000237196683883667,7.639169052708894e-05,0.0,1.0,3.105006456375122
173,19,6090,suppresses_cannot,-0.0002359449863433838,0.0002359449863433838,0.0002359449863433838,6.905477494001389e-05,0.0,1.0,3.4167802333831787
177,31,5441,suppresses_cannot,-0.0002339780330657959,0.0002339780330657959,0.0002339780330657959,7.082583761075512e-05,0.0,1.0,3.3035688400268555
178,29,2252,suppresses_cannot,-0.00023251771926879883,0.00023251771926879883,0.00023251771926879883,6.81444798829034e-05,0.0,1.0,3.412128448486328
179,31,124,suppresses_cannot,-0.00023245811462402344,0.00023245811462402344,0.00023245811462402344,5.274987415759824e-05,0.0,1.0,4.40679931640625
180,28,2570,suppresses_cannot,-0.00023216009140014648,0.00023216009140014648,0.00023216009140014648,7.306345651159063e-05,0.0,1.0,3.1775131225585938
181,7,10909,suppresses_cannot,-0.000231817364692688,0.000231817364692688,0.0002406984567642212,0.00041155220242217183,0.5,0.5,0.5632756948471069
185,30,669,suppresses_cannot,-0.00023011863231658936,0.00023011863231658936,0.00023011863231658936,0.00016351279919035733,0.0,1.0,1.4073432683944702
187,21,8760,suppresses_cannot,-0.00022967159748077393,0.00022967159748077393,0.00022967159748077393,0.000124740123283118,0.0,1.0,1.8412007093429565
