rank,layer,neuron,direction,mean_ig,abs_mean_ig,mean_abs_ig,std_g,positive_fraction,sign_consistency,snr
176,30,1754,supports_cannot,0.00023323297500610352,0.00023323297500610352,0.00023323297500610352,5.9663536376319826e-05,1.0,1.0,3.909137725830078
177,23,12181,supports_cannot,0.00023217499256134033,0.00023217499256134033,0.00023217499256134033,0.00016471502021886408,1.0,1.0,1.4095556735992432
178,31,4995,supports_cannot,0.00023186206817626953,0.00023186206817626953,0.00023186206817626953,7.14962588972412e-05,1.0,1.0,3.2429957389831543
180,31,5178,supports_cannot,0.00023096799850463867,0.00023096799850463867,0.00023096799850463867,8.861711103236303e-05,1.0,1.0,2.6063590049743652
182,15,6918,supports_cannot,0.00023058056831359863,0.00023058056831359863,0.00023058056831359863,0.00010109679715242237,1.0,1.0,2.280790090560913
185,18,730,supports_cannot,0.00023025274276733398,0.00023025274276733398,0.00023025274276733398,0.0001245610328624025,1.0,1.0,1.8485134840011597
186,31,10014,supports_cannot,0.00022917985916137695,0.00022917985916137695,0.00022917985916137695,6.015059625497088e-05,1.0,1.0,3.810101270675659
188,16,2995,supports_cannot,0.00022721290588378906,0.00022721290588378906,0.00022721290588378906,6.968800153117627e-05,1.0,1.0,3.2604308128356934
190,18,290,supports_cannot,0.00022685527801513672,0.00022685527801513672,0.00022685527801513672,0.0001465973473386839,1.0,1.0,1.5474718809127808
192,24,8765,supports_cannot,0.0002262890338897705,0.0002262890338897705,0.0002262890338897705,5.501494888449088e-05,1.0,1.0,4.1132283210754395
194,25,13289,supports_cannot,0.00022596120834350586,0.00022596120834350586,0.00022596120834350586,9.27458459045738e-05,1.0,1.0,2.4363486766815186
